source,target
"And my House will be over them; and I will be to them a God, and they will be to me a people.","Ka bâwkte pawh an hnênah a awm ang a, an Pathian ka ni ang a, anni chu ka mite an ni ang."
Are you happy?,I lawm em?
"But someone will say, How do the dead come back? and with what sort of body do they come?","Nimahsela tuin emaw, Mitthite chu engtin nge kaihthawhin an awm dawn? Taksa eng ang puin nge an lo kal dawn? a ti a ni ang e."
It wasn't worth the wait.,Nghah a phu lo.
I'm good,Ka lawm
I didn't enjoy it very much.,Ka hlim vak lo.
"Falling on one another, as before the sword, when no one comes after them; you will give way before your haters.",Tuma um hleih lovin khandaiha um ang maiin an inpal tlu rem rum ang: inhmelmate lo dang turin chakna reng reng in nei lo vang.
You shot yourself in the foot!,I keah i kap a!
"My soul is crushed down in me, so I will keep you in mind; from the land of Jordan and of the Hermons, from the hill Mizar.","Aw ka Pathian, ka nunna ka chhûngah hian a kun reng a: Chuvangin Jordan leh Hermon ram atang te, Mizar tlâng atangte hian ka hre reng che a ni,"
"But when Jesus had made one offering for sins for ever, he took his place at the right hand of God;","ani erawh hi chu chatuan atan sualte tana inthawina pakhat chauh a hlan hnuin, Pathian ding lamah a han thu ta zawk a;"
"Now while he was in Jerusalem at the feast of the Passover, a great number of people came to have faith in his name, after seeing the signs which he did.","Tin, Kalhlen Kuta Jerusalem khuaa a awm lai chuan a thilmak tithe an hmu a, mi tam takin a hming an ring ta a."
And between the altar and the Tent of meeting he put the vessel with water in it for washing.,"Tin, maihun chu inbiakna puan in leh maicham inkarah chuan a chhung a, insilna turin tui a chhûng a."
"My haters say evil against me, When will he be dead, and his name come to an end?","Mi dotute chuan, engtikah nge a thih ang a, a hming a bo vang? tiin, Mi sawichhe thin a."
I ate apples,Apples ka ei tawh
It's not working,A thawk tak tak lo
He cannot be saved,Chhandam theih a ni lo
"The evil-doers are strange from the first; from the hour of their birth they go out of the true way, saying false words.",Mi suaksualte chu an nu pum chhûng atang renga Pathian laka thenin an awm a: An pian veleh dawt thu sawiin an vâk bo thin.
"For we go through all things on account of you, because the greater the number to whom the grace is given, the greater is the praise to the glory of God.","Engkim nangmahni thatna tur a ni si a, khawngaihna chu mi tam zawk zara tihpuna awmin, Pathian ropuina turin lawmthu nasa tak a sawitir theih nan."
"And let this offering, which your servant gives to my lord, be given to the young men who are with my lord.","Tin, hei ka pu tana i chiahhlawhin lawmman ka rawn ken hi ka pu rawn zuitu tlangvâlte hi pêk ni raw se."
"The birds of the air have their resting-places by them, and make their song among the branches.",A kamahte chuan chungleng savante awmna an nei thin a. Thing buk zingahte chuan an hram thin.
I ran home,Inah ka tlan
Here's a copy,Hetah a anpui dang
I need my bag.,Ka bag ka mamawh.
They mean trouble.,Buaina tihna a ni.
"The Lord gives me the reward of my righteousness, because my hands are clean before him.",LALPA chuan ka felzia ang ngeiin ka chungah a ti a; Ka kutte a thianghlimzia ang ngeiin mi rul a ni.
"Our heritage is given up to men of strange lands, our houses to those who are not our countrymen.","Kan roluahte chu hnamdang mite hnêna pk a ni zo ta a, Kan inte chu hmêlrhiatloh mite hnênah."
"No, they aren't","Ni lo, an ṭha lo"
"But I am hoping in the Lord Jesus to send Timothy to you before long, so that I may be comforted when I have news of you.","Nimahsela, in chanchin ka hriat a, ka thlamuan ve theihna turin, rei lo te chinah Timothea hi in hnena rawn tirh Lalpa Isuaah chuan ka beisei a ni."
"And Saul and all Israel, hearing those words of the Philistine, were troubled and full of fear.","Tin, Saula leh Israel-ho zawng awngin chu Philistia mi thusawite chu an han hriat chuan, an zam a, an hlau ta êm êm mai a."
There were compromises,Inremna a awm a
They began to move,An che tan ta a
"Give wise directions, make a decision; let your shade be as night in full day: keep safe those who are in flight; do not give up the wandering ones.","rem min ruatsak la, ro min relsak rawh; i hlim chu chhun laiah zan angin siam la: hnawh chhuahte chu bihruktir rawh; tlan bo chu mantir suh."
"He makes his prayer to God, and he has mercy on him; he sees God's face with cries of joy; he gives news of his righteousness to men;","Chu mi chu pathian hnênah a tawngtai a, Ani chuan a lo pawm a. A hmêl chu hlim takin a hmu ang a, Anin a hnênah felna chu a pe leh ang."
The father is there.,Pa chu a awm a.
And so the two daughters of Lot were with child by their father.,Chutiang chuan Lota fanute pahnih chuan an pa lakah chuan nau an lo pai ta ve ve a.
"But still he did the same sins which Jeroboam, the son of Nebat, did and made Israel do; he went on in them.",Nimahsela Israel-hote thil tihsualtir a a tih Nebata fapa Jeroboama sualnaahte chuan a bet tlat a; a kalsan leh tawh lo.
You will die,I thi dawn
So the Lord sent Hadad the Edomite to make trouble for Solomon: he was of the king's seed in Edom.,"Tin, LALPAN Edom mi, Hadada chu Solomona hmêlmaah a rawn din chhuak ta a: amah chu Edom rama lal thlah a ni."
"But your sins have come between you and your God, and by your evil doings his face has been veiled from you, so that he will give you no answer.","in khawlohnate chu nangni leh in Pathian kara tlain a tithen zawk che u a ni a, benga a hriat duh lohna tûrin in sualnate chu a hmai chu a hliahsak bawk che u a ni."
Did you want to see me,Min hmu duh em
"So now, have no fear: for I will take care of you and your little ones. So he gave them comfort with kind words.","Chutichuan hlau suh u: nangmahni leh in fanau tê tête nên ka chawm zêl ang che u, a ti a. Chutichuan a thlamuan a, tawngkam tha takin a be hlawm a."
I'm ashamed of myself.,Ka zak a ni.
"Any four-footed beast which goes on the ball of its foot, is unclean to you: anyone touching the dead body of one of these will be unclean till evening.","Tin, fuliafa zawng zawng zinga ke bawra kal apiangte chu in tan thil bawlhhlawh a ni a; an ruang khawih apiang chu tlai lam thlengin an bawlhhlawh ang."
He drives a truck.,Truck a khalh a.
"Who is like the wise man? and to whom is the sense of anything clear? A man's wisdom makes his face shining, and his hard face will be changed.","Mi fing ang hi tunge awm? Thil hrilhfiahna pawh tunge hria? Finna chuan a hmêl a tiêng a, A hmêl pum chhuak pawh a dang ta."
Toma'n a ti em ni?,Did Tom do it?
"I am delighted by your saying, like a man who makes discovery of great wealth.",I thu-ah hian ka hlim a ni. Thil ropui tak râllâka hmutu angin.
You go ahead,Kal zel rawh
It will be okay,A ṭha leh vek mai ang
He's a DJ,DJ a nia
We can leave,Kan haw thei
I kept quiet,Ka ngawi reng
You have a future,Hmalam hun i nei a
Lead the way,Hmâ hruai rawh
She bought chicken,Vawk a lei a
"See, I am sending you Elijah the prophet before the day of the Lord comes, that great day, greatly to be feared.","Ngai teh u, LALPA ni ropui leh râpthlâk tak a lo thlen hmâin Zâwlnei Elija chu ka rawn tirh ang che u."
"But Abraham said, They have Moses and the prophets; let them give ear to what they say.","Abrahama erawh chuan, ‘Mosia leh zawlneite an nei alawm; chu mite thu chu ngai rawh se,’ a ti a."
How many people,Mi engzah tân nge
"Let your wrath be overflowing; let your eyes see all the sons of pride, and make them low.","I thinrimna khat liam chu leih chhuak la, Mi chapo apiang chu en bikin titlâwm teh khai."
"Yes, let all kings go down before him; let all nations be his servants.","A ni, lal zawng zawng chu a hmaah an bawkkhup ang a: Hnam tinrengin a rawn an bawl ang."
"Am I sick, Doctor?","Ka damlo em, Doctor?"
You son of a bitch!,Nang fapa a ni!
Did you get a receipt?,Receipt i hmu em?
"Will they not give you teaching, and say words of wisdom to you?",Chung chuan an zirtirin an hrilh chein An hriatna thate chu an sawi chhuak dawn lawm ni?
We were outnumbered,Kan tam zawk a ni
"I know that the Lord is great, and that our Lord is greater than all other gods.","LALPA chu ropui tak ani tih leh, Kan LALPA chu Pathian zawng zawng aiin a chungnung a ni tih, ka hre si a."
"Then trouble and shock came on the earth; and the bases of the mountains were moved and shaking, because he was angry.","Chu veleh lei hi a nghing a, a khur ta a, A thinur avângin tlangte pawh chu A nghahchante lamin a khurin a nghing ta a."
It's so easy,A awlsam lutuk
It's good,A tha
The wrongdoing of your people had forgiveness; all their sin had been covered. (Selah.,"I mite khawlohnanate i ngaidam a, An sualna zawng zawng i khuh zo ta a."
I was outnumbered,Ka tam zawk a ni
It's too hot to sleep.,Mut a vawt lutuk.
Crime is down,Sualna a tlêm zêl
And inside the second veil was the place which is named the Holy of holies;,"Tin, puanzar pahnihna piahah chuan biak buk, hmun Thianghlim Ber an tih chu a awm a;"
These rules are to be your guide in judging through all your generations wherever you may be living.,Heng thil hi in thlahte thlenga in awmna apiang in rorel dan tur ani ang.
"Let me get water for washing your feet, and take your rest under the tree:","tui tlêm tal rawn la sela, in kete sil ula, thing hnuaiah hian châwl teh rih u:"
"The Lord God has taken an oath by his holy name, that the days are coming when they will take you away with hooks, and the rest of you with fish-hooks.","Lalpa PATHIAN chuan ama thianghlimna chhâlin chhia a chham a: Ngai teh u,. thîr kawmin a lâk bo che u a, in zînga awm chhun nghakuaiin a lâk bo ni che u a lo thleng ang."
Just hold it,Vuan mai rawh
It's already 400!,Dar 400 a ni tawh!
"And the Horites in their mountain Seir, driving them as far as El-paran, which is near the waste land.","an awmna Seir tlângah, El-paran thlengin Hor-hote an that a, El-paran chu thlalêr depa awm a ni."
I bit my lip.,Ka hneh ka seh.
We were neighbors,Ṭhenawm kan ni
I feel sorry,A pawi ka ti
Give blessing and not curses to those who are cruel to you.,"A tiduhdahtu che u chu malsawmsak ula; malsawm ula, anchhia chu lawh suh u."
"In all the signs and wonders which the Lord sent him to do in the land of Egypt, to Pharaoh and to all his servants and all his land;","chhinchhiahnate zawng zawng leh thilmal zawng zawngte, Pharaoa leh a chhiahhlawh zawng zawng hnen leh Aigupta ram zawng zawng a entir a."
"Then let us come near to the seat of grace without fear, so that mercy may be given to us, and we may get grace for our help in time of need.","Chutichuan, zahngaihna kan hmuh theihna tur leh, puih kan ngaih huna tanpuina khawngaihna kan hmuh theihna turin, khawngaihna lalthutphah chu huai takin i hnaih ang u."
We're greedy,Kan duhâm
Do they have money,Sum an nei em
I'll stay,Ka cham ang
"For our knowledge is only in part, and the prophet's word gives only a part of what is true:","A kim lovin kan hria a, a kim lovin thu kan hril bawk thin a ni."
Recess ended,Chawlh a tâwp ta
It's been a really good year.,Kum tha tak a ni.
Do you travel a lot?,I zin tam em?
This is my grandmother,Hei hi ka pi a ni
"Gentle behaviour, control over desires: against such there is no law.","thuhnuairawlhna te, insumtheihna te a ni zawk e; chutiang kalhzawngin Dan thupek reng a awm lo ve."
The upright man will be glad when he sees their punishment; his feet will be washed in the blood of the evil-doer.,Mi fel chuan phuba lakna chu a hmuhin a lawm ang a: Mi suaksual thisenah chuan a ke chu a sil ang.
"And all the guests of Adonijah got up in fear and went away, every man to his place.","Tin, Adonija mi sawmte zawng zawng chuan an hlau ta a, an tho va, mahni kawng kawngah an kal ta vek a."
"For they were haters of knowledge, and did not give their hearts to the fear of the Lord:","hriatna chu an huat a, LALPA tihna chu an thlan loh avângin:"
We didn't sing together.,Kan zai dun lo.
"And one came to David and said, The hearts of the men of Israel have gone after Absalom.","Tin, Davida hnênah chuan, Israel mite rilru chu Absaloma lamah a thle hle mai, tiin mi a lo kal a."
He needs you,A mamawh che
"And the Zidonians and Amalek and Midian crushing you down, and in answer to your cry did I not give you salvation from their hands?","Zidon-hote Amalek-ho te, Maon-hote pawhin an hnehchhiah che u a; tin, mi au va, tichuan an kut ata chu ka chhan chhuak che u a."
I'm sleeping,Ka muhil mêk
"The rods he made of the same hard wood, plating them with gold.","Tin, thingri thing zawnfungte a siam a, rangkachak tiin a luan a."
He bag hi a te lo.,This bag is not small.
Do they really exist,An awm tak tak em
"And Israel saw the great work which the Lord had done against the Egyptians, and the fear of the Lord came on the people and they had faith in the Lord and in his servant Moses.","Tin, Israel-hote chuan LALPAN Aigupta mite chunga thil ropui tak a tih chu an hmu a, tin, mipuite chuan LALPA chu an tih a: tichuan LALPA leh a chhiahhlawh Mosia chu an ring ta a."
